order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
20858,720,2023-08-13,491,1,224.10,224.10,Pending,
20859,6025,2024-07-19,59,1,247.91,247.91,Pending,
20860,6398,2025-04-12,29,3,182.90,548.71,Cancelled,
20861,8797,2023-06-25,262,4,347.21,1388.86,Pending,
20862,8651,2025-07-31,386,2,296.31,592.62,Cancelled,
20863,1779,2024-12-14,398,5,471.61,2358.05,Cancelled,
20864,1264,2024-06-09,66,3,278.56,835.69,Completed,2024-06-13
20865,4627,2024-01-16,291,1,106.99,106.99,Pending,
20866,573,2024-09-10,397,2,356.56,713.11,Cancelled,
20867,6665,2023-11-22,359,3,11.64,34.92,Cancelled,
20868,1022,2024-09-03,172,5,135.48,677.39,Cancelled,
20869,5349,2024-02-14,287,3,162.41,487.24,Cancelled,
20870,8477,2024-10-02,345,1,45.48,45.48,Cancelled,
20871,248,2023-10-04,253,3,245.01,735.04,Completed,2023-10-09
20872,6819,2024-03-22,331,4,213.45,853.82,Cancelled,
20873,3643,2024-02-01,326,1,336.94,336.94,Pending,
20874,8520,2023-06-11,101,5,371.86,1859.28,Pending,
20875,5777,2023-07-16,460,3,180.84,542.53,Cancelled,
20876,9034,2025-05-31,345,5,166.15,830.77,Completed,2025-06-03
20877,874,2024-11-26,321,1,149.31,149.31,Pending,
20878,5701,2025-03-23,418,3,143.77,431.32,Pending,
20879,3956,2024-01-14,332,1,52.23,52.23,Completed,2024-01-16
20880,6052,2024-11-13,342,5,254.36,1271.80,Cancelled,
20881,5131,2025-06-06,251,5,264.76,1323.78,Cancelled,
20882,4868,2024-09-16,132,4,83.41,333.64,Completed,2024-09-18
20883,9256,2024-12-04,255,1,204.04,204.04,Pending,
20884,1827,2023-07-03,414,3,213.04,639.13,Pending,
20885,1879,2024-01-19,407,3,154.77,464.31,Cancelled,
20886,7262,2024-06-13,404,5,390.57,1952.86,Completed,2024-06-16
20887,517,2024-10-06,67,3,473.79,1421.38,Pending,
20888,2342,2025-04-04,294,1,353.12,353.12,Pending,
20889,6484,2024-08-23,272,3,341.17,1023.51,Pending,
20890,9850,2023-07-10,342,1,306.76,306.76,Pending,
20891,8099,2023-06-07,464,5,252.97,1264.83,Cancelled,
20892,3489,2024-05-18,28,1,242.00,242.00,Cancelled,
20893,5533,2025-08-05,122,1,459.34,459.34,Cancelled,
20894,6521,2023-03-17,357,1,360.81,360.81,Cancelled,
20895,947,2024-06-05,462,4,232.33,929.33,Completed,2024-06-06
20896,4697,2023-08-06,84,4,367.91,1471.63,Cancelled,
20897,6532,2025-08-05,177,3,216.95,650.86,Cancelled,
20898,9142,2024-02-27,121,4,132.40,529.61,Completed,2024-03-01
20899,3119,2023-04-25,188,4,111.25,444.98,Completed,2023-04-28
20900,7079,2023-05-16,72,4,358.25,1433.00,Completed,2023-05-17
20901,5282,2024-03-19,360,1,178.58,178.58,Cancelled,
20902,4805,2024-11-16,440,4,367.74,1470.96,Pending,
20903,3308,2024-10-29,102,5,246.44,1232.21,Pending,
20904,5550,2024-11-20,500,3,193.05,579.14,Cancelled,
20905,1951,2024-04-06,476,4,188.11,752.46,Pending,
20906,7523,2024-11-27,242,5,340.19,1700.94,Completed,2024-11-28
20907,3909,2023-11-30,452,2,250.51,501.02,Completed,2023-12-01
20908,5697,2024-08-06,458,4,73.87,295.50,Completed,2024-08-11
20909,6594,2024-07-16,119,3,388.67,1166.02,Pending,
20910,2849,2024-02-14,28,4,86.00,344.00,Completed,2024-02-16
20911,2983,2023-05-24,322,2,441.05,882.09,Completed,2023-05-25
20912,5676,2024-11-03,207,5,361.16,1805.80,Cancelled,
20913,2219,2023-05-15,97,5,451.85,2259.23,Completed,2023-05-19
20914,7569,2024-08-08,249,5,333.32,1666.60,Completed,2024-08-08
20915,208,2024-01-30,36,2,172.49,344.98,Cancelled,
20916,991,2023-01-02,240,5,96.09,480.44,Pending,
20917,6442,2023-04-24,477,4,486.63,1946.51,Completed,2023-04-24
20918,2105,2023-04-09,374,1,328.11,328.11,Pending,
20919,9934,2024-08-17,103,3,490.73,1472.18,Cancelled,
20920,1038,2025-02-05,207,1,318.23,318.23,Cancelled,
20921,9598,2023-12-08,476,2,461.82,923.64,Cancelled,
20922,1281,2024-07-22,254,3,78.28,234.84,Pending,
20923,8028,2023-07-30,200,1,471.98,471.98,Completed,2023-08-02
20924,403,2023-05-16,382,4,269.86,1079.43,Completed,2023-05-20
20925,6984,2023-08-15,173,4,228.22,912.87,Pending,
20926,8830,2024-09-12,221,1,74.57,74.57,Cancelled,
20927,1113,2025-03-15,372,1,282.59,282.59,Cancelled,
20928,320,2025-02-06,371,4,492.46,1969.82,Cancelled,
20929,9699,2023-01-19,268,4,433.64,1734.54,Completed,2023-01-20
20930,2155,2023-10-27,352,2,163.63,327.27,Pending,
20931,634,2023-01-23,45,1,254.90,254.90,Pending,
20932,1404,2023-03-24,300,5,279.00,1395.01,Completed,2023-03-29
20933,1094,2024-06-10,79,3,203.79,611.37,Completed,2024-06-13
20934,5789,2024-05-08,153,4,60.23,240.91,Pending,
20935,3616,2024-06-01,316,3,97.34,292.03,Completed,2024-06-01
20936,5651,2024-12-07,20,4,365.20,1460.79,Completed,2024-12-12
20937,7409,2023-04-30,28,4,49.38,197.53,Completed,2023-05-01
20938,2811,2024-12-26,414,5,394.45,1972.25,Completed,2024-12-31
20939,476,2025-06-19,162,3,460.28,1380.84,Completed,2025-06-22
20940,5415,2023-09-13,5,1,368.02,368.02,Pending,
20941,9658,2024-12-26,21,4,10.17,40.69,Completed,2024-12-31
20942,4836,2023-05-03,232,3,460.91,1382.72,Cancelled,
20943,9150,2023-10-26,46,4,133.81,535.24,Cancelled,
20944,1946,2025-06-09,210,2,429.76,859.52,Cancelled,
20945,2331,2023-11-20,266,3,437.17,1311.50,Cancelled,
20946,1977,2023-09-05,129,4,312.49,1249.96,Pending,
20947,545,2024-07-03,98,2,60.33,120.66,Pending,
20948,3736,2025-02-16,28,2,382.64,765.28,Pending,
20949,4623,2024-06-27,221,4,346.24,1384.97,Cancelled,
20950,8292,2023-04-12,62,3,70.39,211.18,Pending,
20951,7284,2023-10-03,286,1,209.38,209.38,Cancelled,
20952,5356,2024-07-29,178,5,211.27,1056.37,Cancelled,
20953,1242,2024-12-13,70,3,449.25,1347.76,Pending,
20954,4416,2024-11-05,477,4,463.66,1854.65,Pending,
20955,4557,2023-04-11,117,3,495.53,1486.60,Completed,2023-04-16
20956,6301,2024-03-23,248,5,129.67,648.33,Pending,
20957,1390,2025-01-07,257,4,481.30,1925.20,Cancelled,
20958,9047,2023-04-30,224,3,437.33,1311.99,Completed,2023-04-30
20959,4274,2024-03-08,21,2,429.80,859.60,Pending,
20960,8598,2024-03-10,89,5,49.86,249.31,Pending,
20961,8551,2024-10-14,71,5,289.45,1447.25,Completed,2024-10-14
20962,7599,2024-02-11,41,5,475.23,2376.15,Completed,2024-02-13
20963,3632,2024-12-23,309,3,131.57,394.70,Completed,2024-12-24
20964,2544,2024-10-20,380,1,443.72,443.72,Cancelled,
20965,3354,2023-11-15,449,1,49.35,49.35,Completed,2023-11-19
20966,9025,2025-06-06,28,1,218.25,218.25,Cancelled,
20967,8258,2023-01-13,133,2,243.52,487.03,Completed,2023-01-16
20968,2935,2023-02-07,395,2,478.08,956.15,Pending,
20969,3397,2023-08-01,487,1,106.94,106.94,Pending,
20970,796,2025-05-02,275,5,56.65,283.27,Cancelled,
20971,1281,2024-05-11,37,2,257.74,515.47,Cancelled,
20972,4054,2025-06-19,155,4,41.49,165.98,Cancelled,
20973,6762,2025-04-02,152,3,293.83,881.50,Completed,2025-04-07
20974,41,2024-03-13,27,1,484.00,484.00,Pending,
20975,931,2025-08-24,452,5,402.11,2010.53,Completed,2025-08-25
20976,6486,2023-06-04,395,2,129.59,259.18,Completed,2023-06-05
20977,8674,2024-10-12,112,1,359.48,359.48,Cancelled,
20978,4145,2024-07-15,311,3,22.55,67.64,Completed,2024-07-18
20979,965,2024-09-17,95,3,440.86,1322.59,Cancelled,
20980,6586,2025-03-24,479,5,481.62,2408.10,Completed,2025-03-28
20981,4418,2023-07-02,404,3,183.35,550.05,Pending,
20982,7358,2024-06-26,489,3,23.10,69.31,Cancelled,
20983,1198,2023-06-16,12,1,394.73,394.73,Cancelled,
20984,4572,2023-09-06,319,2,43.87,87.73,Pending,
20985,9468,2025-03-30,241,1,17.39,17.39,Cancelled,
20986,7669,2025-06-17,185,3,321.00,963.00,Pending,
20987,3315,2024-07-14,123,5,467.28,2336.42,Pending,
20988,777,2023-03-07,52,3,272.99,818.98,Pending,
20989,1958,2023-09-19,412,5,435.31,2176.54,Cancelled,
20990,8561,2023-01-27,379,2,446.39,892.77,Cancelled,
20991,2415,2025-07-11,462,1,466.27,466.27,Pending,
20992,424,2024-12-22,244,4,358.74,1434.96,Completed,2024-12-23
20993,1437,2024-04-12,500,5,44.62,223.09,Completed,2024-04-14
20994,3512,2025-07-11,20,5,300.78,1503.91,Pending,
20995,9854,2023-08-28,48,4,358.72,1434.88,Completed,2023-08-31
20996,8184,2023-06-15,200,2,43.82,87.63,Completed,2023-06-19
20997,7519,2023-08-15,180,5,196.01,980.05,Cancelled,
20998,285,2024-11-18,290,2,98.66,197.31,Pending,
20999,2546,2025-03-23,59,2,103.25,206.50,Cancelled,
21000,4847,2025-05-06,48,1,403.92,403.92,Completed,2025-05-10
21001,5216,2024-01-25,192,4,369.42,1477.68,Pending,
21002,658,2023-06-27,253,2,97.72,195.45,Pending,
21003,1590,2024-03-28,96,4,203.61,814.45,Completed,2024-03-30
21004,2096,2024-11-29,100,5,27.45,137.25,Completed,2024-12-01
21005,1847,2023-01-23,67,2,333.44,666.88,Cancelled,
21006,7318,2025-01-21,275,3,102.90,308.70,Pending,
21007,8749,2023-12-12,167,2,269.84,539.68,Completed,2023-12-15
21008,505,2024-01-27,416,5,387.48,1937.39,Cancelled,
21009,4506,2025-06-06,217,3,156.65,469.96,Completed,2025-06-07
21010,7881,2025-03-11,110,1,259.16,259.16,Pending,
21011,1577,2023-07-16,399,2,108.83,217.66,Cancelled,
21012,8139,2025-04-18,13,5,233.37,1166.84,Completed,2025-04-21
21013,6848,2023-12-29,359,2,195.10,390.21,Cancelled,
21014,1956,2024-01-11,492,3,478.05,1434.15,Cancelled,
21015,8750,2023-08-03,43,2,482.07,964.14,Cancelled,
21016,4221,2024-07-18,131,5,178.56,892.81,Pending,
21017,5933,2025-05-29,204,2,391.92,783.85,Completed,2025-05-29
21018,5549,2024-05-08,243,2,112.49,224.98,Pending,
21019,1878,2024-03-22,190,3,279.69,839.07,Pending,
21020,7454,2024-10-25,250,5,147.98,739.89,Pending,
21021,1456,2024-10-15,491,3,293.73,881.20,Completed,2024-10-19
21022,9932,2023-10-04,480,3,461.52,1384.55,Completed,2023-10-09
21023,8542,2025-03-04,28,1,17.90,17.90,Completed,2025-03-05
21024,1630,2025-02-09,17,2,211.38,422.75,Pending,
21025,7526,2023-08-22,20,3,357.96,1073.87,Cancelled,
21026,5714,2024-10-24,389,4,496.93,1987.72,Completed,2024-10-26
21027,9428,2024-12-25,103,1,57.84,57.84,Pending,
21028,4250,2024-12-01,71,1,161.00,161.00,Completed,2024-12-04
21029,2958,2023-11-10,267,3,349.98,1049.94,Cancelled,
21030,9472,2025-02-16,313,2,351.53,703.05,Cancelled,
21031,7516,2024-12-25,58,2,498.23,996.47,Cancelled,
21032,7101,2023-03-30,423,4,389.15,1556.60,Cancelled,
21033,6200,2024-03-30,475,3,395.80,1187.39,Completed,2024-03-31
21034,6132,2024-04-20,267,2,342.54,685.08,Pending,
21035,4481,2025-02-27,154,5,237.04,1185.19,Completed,2025-02-27
21036,842,2025-04-16,78,2,258.07,516.14,Cancelled,
21037,3365,2023-07-22,154,2,342.29,684.57,Pending,
21038,3939,2024-10-21,252,3,61.74,185.23,Completed,2024-10-25
21039,3924,2025-06-09,389,2,117.36,234.72,Completed,2025-06-10
21040,545,2025-01-19,82,1,266.76,266.76,Cancelled,
21041,60,2025-06-09,228,1,261.41,261.41,Cancelled,
21042,8309,2024-09-27,130,2,150.06,300.12,Cancelled,
21043,7554,2025-02-26,453,2,54.98,109.96,Cancelled,
21044,2479,2025-04-14,324,1,322.36,322.36,Pending,
21045,5087,2025-04-11,81,4,438.44,1753.76,Cancelled,
21046,1288,2024-10-29,405,4,116.83,467.31,Cancelled,
21047,7213,2024-07-20,126,3,271.75,815.24,Pending,
21048,1367,2025-05-11,449,5,471.72,2358.59,Completed,2025-05-16
21049,6317,2023-01-20,338,4,307.38,1229.54,Cancelled,
21050,2822,2024-06-11,310,3,122.64,367.91,Pending,
21051,3742,2024-02-24,317,3,388.67,1166.00,Pending,
21052,3803,2024-02-01,473,3,364.59,1093.77,Pending,
21053,4725,2024-07-23,173,4,477.17,1908.69,Completed,2024-07-27
21054,3188,2023-06-25,406,2,189.55,379.09,Completed,2023-06-30
21055,641,2023-12-17,266,2,264.76,529.51,Pending,
21056,5997,2023-10-31,161,2,156.61,313.22,Cancelled,
21057,9659,2025-03-05,15,2,268.93,537.86,Pending,
21058,9954,2023-07-01,390,4,440.37,1761.50,Cancelled,
21059,4041,2024-07-01,300,2,355.11,710.23,Completed,2024-07-02
21060,2242,2024-03-27,331,1,116.23,116.23,Pending,
21061,1506,2023-06-03,357,3,216.74,650.21,Completed,2023-06-04
21062,443,2024-06-30,412,1,216.10,216.10,Completed,2024-06-30
21063,123,2023-04-15,417,2,197.68,395.36,Completed,2023-04-18
21064,8732,2023-08-28,324,2,190.84,381.67,Cancelled,
21065,2004,2025-03-16,152,3,337.57,1012.72,Cancelled,
21066,9230,2025-05-12,385,4,118.53,474.12,Pending,
21067,6958,2024-12-26,500,1,114.81,114.81,Pending,
21068,7694,2024-06-09,472,5,228.41,1142.07,Cancelled,
21069,7342,2024-05-28,487,2,70.06,140.11,Pending,
21070,8710,2024-05-29,339,2,430.41,860.82,Completed,2024-05-30
21071,9127,2024-10-28,403,4,309.65,1238.61,Cancelled,
21072,6659,2023-01-07,242,5,410.83,2054.16,Cancelled,
21073,6524,2024-08-19,338,4,372.46,1489.83,Pending,
21074,7472,2023-04-17,144,5,438.62,2193.12,Pending,
21075,582,2025-06-29,37,1,291.60,291.60,Completed,2025-06-30
21076,9572,2024-03-04,367,1,139.25,139.25,Cancelled,
21077,3923,2024-06-21,211,3,98.07,294.21,Pending,
21078,7541,2023-09-27,446,1,229.06,229.06,Completed,2023-09-30
21079,2352,2025-08-10,176,1,402.17,402.17,Pending,
21080,2969,2025-04-18,231,2,112.25,224.50,Cancelled,
21081,4579,2025-08-20,29,3,69.83,209.48,Cancelled,
21082,279,2024-11-30,273,4,87.93,351.71,Pending,
21083,5349,2025-01-04,372,5,369.97,1849.87,Pending,
21084,5201,2024-11-12,170,3,155.53,466.59,Completed,2024-11-15
21085,4963,2025-02-28,205,4,465.42,1861.69,Completed,2025-03-02
21086,7997,2025-05-15,25,1,335.59,335.59,Cancelled,
21087,167,2024-05-05,189,2,29.03,58.05,Completed,2024-05-06
21088,8390,2023-07-30,154,4,347.65,1390.59,Completed,2023-08-04
21089,6899,2025-07-30,353,4,284.89,1139.54,Cancelled,
21090,9295,2023-11-10,357,3,29.07,87.21,Pending,
21091,2036,2023-09-07,162,3,288.37,865.11,Pending,
21092,5402,2023-03-06,377,5,223.68,1118.41,Pending,
21093,5654,2024-08-03,184,1,103.76,103.76,Cancelled,
21094,5728,2025-02-27,72,3,56.92,170.76,Cancelled,
21095,3441,2023-02-12,299,3,139.35,418.06,Completed,2023-02-16
21096,428,2023-03-09,431,2,60.21,120.41,Completed,2023-03-13
21097,5264,2024-09-28,365,5,305.05,1525.24,Cancelled,
21098,5396,2025-08-14,119,5,157.40,787.02,Cancelled,
21099,6934,2023-05-05,227,1,438.73,438.73,Completed,2023-05-05
21100,8443,2024-06-14,1,2,202.73,405.47,Cancelled,
21101,2894,2023-08-05,44,3,385.24,1155.71,Completed,2023-08-06
21102,7621,2025-01-05,198,4,375.77,1503.07,Completed,2025-01-09
21103,8389,2023-01-14,298,1,194.57,194.57,Completed,2023-01-14
21104,86,2023-02-18,126,5,402.18,2010.89,Pending,
21105,3389,2023-08-07,80,2,463.22,926.45,Completed,2023-08-09
21106,9546,2023-07-01,129,2,294.81,589.62,Completed,2023-07-02
21107,4878,2024-07-08,27,3,243.11,729.34,Cancelled,
21108,9651,2023-08-23,462,4,212.77,851.06,Pending,
21109,3430,2023-01-26,219,3,283.18,849.53,Cancelled,
21110,3283,2023-11-09,470,5,292.62,1463.08,Cancelled,
21111,293,2023-08-26,481,5,394.11,1970.55,Cancelled,
21112,245,2024-12-10,478,5,81.26,406.29,Completed,2024-12-11
21113,5515,2023-04-19,370,4,40.50,161.99,Cancelled,
21114,4911,2023-09-16,332,3,282.21,846.64,Pending,
21115,9916,2024-03-25,457,3,406.95,1220.85,Completed,2024-03-28
21116,1193,2024-06-11,274,1,455.29,455.29,Pending,
21117,7875,2024-08-19,274,3,348.68,1046.05,Cancelled,
21118,589,2023-06-06,394,2,333.11,666.22,Cancelled,
21119,8647,2023-05-03,297,3,408.89,1226.66,Completed,2023-05-03
21120,4163,2025-03-16,490,1,344.21,344.21,Cancelled,
21121,6269,2023-05-25,477,2,407.62,815.25,Pending,
21122,1799,2024-11-04,399,1,213.87,213.87,Completed,2024-11-04
21123,8024,2025-08-16,208,5,81.41,407.04,Cancelled,
21124,7113,2023-08-03,254,2,46.11,92.23,Cancelled,
21125,6168,2024-08-08,124,5,218.99,1094.93,Completed,2024-08-12
21126,1303,2023-01-29,351,5,184.94,924.68,Cancelled,
21127,1958,2024-02-20,277,2,138.08,276.16,Completed,2024-02-23
21128,7231,2023-03-15,136,1,236.19,236.19,Cancelled,
21129,1497,2024-02-29,64,1,237.80,237.80,Pending,
21130,3128,2023-10-06,82,2,179.43,358.86,Cancelled,
21131,5705,2023-05-23,22,2,192.68,385.36,Cancelled,
21132,2999,2025-07-04,189,5,253.80,1268.98,Completed,2025-07-05
21133,532,2025-04-09,276,5,27.02,135.10,Completed,2025-04-14
21134,4576,2023-12-10,269,1,465.20,465.20,Cancelled,
21135,4148,2024-01-01,113,1,270.16,270.16,Cancelled,
21136,7650,2025-07-06,464,4,199.30,797.20,Cancelled,
21137,9551,2024-05-11,114,5,334.39,1671.95,Cancelled,
21138,9262,2023-07-22,81,5,252.65,1263.27,Completed,2023-07-27
21139,7466,2024-09-02,149,3,117.48,352.43,Completed,2024-09-03
21140,2476,2024-08-15,499,4,316.26,1265.03,Pending,
21141,6328,2024-09-16,250,2,217.95,435.91,Pending,
21142,8109,2025-02-21,230,4,184.51,738.04,Pending,
21143,4512,2024-08-20,483,4,220.96,883.84,Cancelled,
21144,9225,2024-12-01,150,3,40.86,122.58,Completed,2024-12-03
21145,6068,2024-02-04,5,5,117.77,588.84,Completed,2024-02-04
21146,390,2024-04-21,100,2,38.15,76.29,Cancelled,
21147,2621,2023-07-25,437,5,25.57,127.85,Cancelled,
21148,8077,2025-03-24,78,5,421.08,2105.40,Cancelled,
21149,6726,2025-06-08,162,1,321.24,321.24,Pending,
21150,8293,2025-05-01,275,2,45.37,90.73,Completed,2025-05-02
21151,3326,2024-10-12,493,2,277.88,555.75,Cancelled,
21152,4301,2023-05-23,374,5,102.75,513.76,Completed,2023-05-25
21153,4271,2024-02-09,11,3,19.30,57.91,Pending,
21154,8088,2024-04-24,75,1,412.18,412.18,Completed,2024-04-25
21155,5695,2023-04-08,63,1,150.24,150.24,Cancelled,
21156,2259,2023-11-02,356,3,477.15,1431.45,Completed,2023-11-07
21157,3446,2025-08-03,180,4,417.59,1670.34,Completed,2025-08-08
21158,8166,2024-05-29,332,2,346.45,692.91,Cancelled,
21159,5148,2023-08-29,148,4,99.63,398.50,Completed,2023-08-29
21160,2988,2023-03-01,453,1,443.33,443.33,Completed,2023-03-06
21161,3872,2024-03-04,71,1,296.30,296.30,Completed,2024-03-09
21162,6872,2024-09-26,34,1,303.32,303.32,Completed,2024-10-01
21163,6424,2024-02-02,251,1,42.31,42.31,Pending,
21164,4286,2023-11-29,388,1,327.20,327.20,Completed,2023-12-02
21165,2380,2025-08-13,277,3,50.40,151.21,Completed,2025-08-16
21166,2812,2023-05-11,,1,317.45,317.45,Completed,2023-05-14
21167,4584,2023-07-02,447,4,320.44,1281.76,Cancelled,
21168,1774,2025-06-29,305,3,398.46,1195.39,Completed,2025-06-30
21169,357,2023-01-19,482,2,497.19,994.37,Pending,
21170,346,2024-08-29,480,1,261.94,261.94,Pending,
21171,6615,2023-09-02,241,5,80.11,400.55,Pending,
21172,8335,2024-10-03,279,2,303.84,607.68,Cancelled,
21173,1426,2025-05-27,403,1,495.29,495.29,Completed,2025-06-01
21174,6656,2023-05-04,462,5,443.71,2218.55,Completed,2023-05-09
21175,7071,2023-11-21,269,3,92.16,276.49,Pending,
21176,6756,2023-06-23,395,3,192.96,578.88,Completed,2023-06-27
21177,2029,2023-04-21,91,2,215.19,430.38,Pending,
21178,5967,2023-02-28,133,5,241.25,1206.24,Pending,
21179,3663,2024-08-06,316,3,353.80,1061.40,Pending,
21180,6696,2023-04-24,137,1,499.11,499.11,Completed,2023-04-25
21181,5089,2024-06-12,45,4,206.79,827.18,Pending,
21182,3166,2024-10-07,466,2,491.60,983.19,Completed,2024-10-08
21183,1367,2025-06-10,498,2,121.28,242.57,Cancelled,
21184,1549,2023-04-04,91,2,464.05,928.10,Pending,
21185,5827,2024-09-28,496,2,52.88,105.76,Pending,
21186,4976,2024-12-04,371,1,275.36,275.36,Pending,
21187,2685,2024-11-13,341,4,76.32,305.26,Pending,
21188,4213,2023-05-02,454,1,114.37,114.37,Pending,
21189,1800,2024-07-12,289,1,380.03,380.03,Pending,
21190,2746,2023-04-10,394,4,422.30,1689.22,Pending,
21191,2071,2024-12-06,170,5,138.47,692.34,Pending,
21192,1267,2024-08-26,24,5,91.79,458.96,Cancelled,
21193,3728,2024-11-07,296,5,192.04,960.20,Pending,
21194,5185,2023-07-07,31,1,120.38,120.38,Cancelled,
21195,7562,2025-04-20,416,5,327.86,1639.30,Completed,2025-04-22
21196,2265,2025-06-21,220,1,253.49,253.49,Completed,2025-06-23
21197,8717,2024-06-10,130,5,241.76,1208.78,Pending,
21198,1092,2024-12-30,481,3,451.95,1355.85,Completed,2024-12-31
21199,8254,2023-02-24,165,5,468.93,2344.66,Pending,
21200,9663,2024-08-10,38,5,88.76,443.82,Cancelled,
21201,7338,2025-04-22,81,2,442.06,884.11,Cancelled,
21202,7470,2023-04-06,122,4,440.27,1761.08,Pending,
21203,2231,2024-08-07,94,5,91.96,459.82,Cancelled,
21204,2964,2023-03-06,382,3,388.58,1165.75,Completed,2023-03-06
21205,1126,2025-05-20,199,4,130.21,520.84,Pending,
21206,9486,2023-08-19,307,3,147.91,443.74,Pending,
21207,2913,2024-08-09,1,2,88.13,176.26,Completed,2024-08-13
21208,2546,2024-01-03,203,2,269.56,539.11,Completed,2024-01-08
21209,3233,2024-04-19,261,1,300.62,300.62,Pending,
21210,6695,2024-01-27,251,3,85.53,256.60,Completed,2024-01-30
21211,5617,2025-06-22,422,3,358.86,1076.59,Completed,2025-06-23
21212,5686,2024-04-18,147,5,196.89,984.43,Cancelled,
21213,7976,2023-04-18,186,5,437.74,2188.72,Completed,2023-04-18
21214,2339,2024-09-30,327,4,225.03,900.11,Cancelled,
21215,2335,2024-03-27,280,1,240.33,240.33,Pending,
21216,1190,2025-07-13,93,1,81.98,81.98,Completed,2025-07-13
21217,9794,2023-01-15,107,1,151.19,151.19,Pending,
21218,1062,2023-03-08,92,4,216.64,866.54,Completed,2023-03-11
21219,9421,2024-03-29,353,2,252.81,505.62,Cancelled,
21220,7112,2023-07-03,17,5,47.36,236.79,Pending,
21221,1167,2024-04-28,369,1,148.14,148.14,Pending,
21222,6641,2025-06-21,222,3,272.73,818.19,Cancelled,
21223,7019,2025-03-20,148,4,308.05,1232.18,Pending,
21224,2878,2025-08-08,434,4,58.82,235.26,Cancelled,
21225,1523,2024-09-22,27,2,492.59,985.18,Pending,
21226,3906,2024-10-07,335,5,276.89,1384.45,Completed,2024-10-08
21227,3019,2024-02-14,404,4,60.54,242.17,Cancelled,
21228,8838,2024-11-29,113,5,45.97,229.84,Cancelled,
21229,6296,2023-11-24,419,4,326.27,1305.10,Cancelled,
21230,4665,2025-04-23,363,4,223.17,892.67,Cancelled,
21231,5154,2024-07-11,190,4,70.00,280.01,Cancelled,
21232,4675,2023-10-15,263,5,103.08,515.41,Pending,
21233,9631,2024-09-15,405,5,231.08,1155.42,Completed,2024-09-15
21234,4217,2025-08-21,180,3,196.91,590.72,Completed,2025-08-24
21235,3725,2025-04-05,307,2,257.81,515.63,Completed,2025-04-07
21236,2196,2025-02-16,43,2,250.36,500.71,Pending,
21237,9152,2024-11-12,349,4,273.92,1095.68,Completed,2024-11-16
21238,4771,2024-03-18,457,4,454.15,1816.60,Cancelled,
21239,2494,2024-09-24,85,3,44.41,133.24,Cancelled,
21240,722,2025-03-07,259,5,234.39,1171.97,Cancelled,
21241,5375,2024-02-16,421,4,240.53,962.10,Completed,2024-02-17
21242,9621,2024-08-19,358,1,373.75,373.75,Cancelled,
21243,9881,2024-01-30,440,1,369.48,369.48,Completed,2024-02-04
21244,4688,2023-07-24,413,2,496.89,993.78,Completed,2023-07-29
21245,2155,2024-10-12,2,5,316.49,1582.47,Completed,2024-10-17
21246,8607,2023-11-08,186,5,389.06,1945.30,Pending,
21247,8607,2023-10-02,257,5,54.64,273.19,Pending,
21248,9197,2023-05-04,399,1,430.52,430.52,Pending,
21249,6556,2025-02-22,152,3,157.00,470.99,Completed,2025-02-25
21250,3958,2023-10-01,44,4,56.00,223.99,Cancelled,
21251,2537,2025-07-21,384,3,59.77,179.32,Completed,2025-07-21
21252,845,2023-06-28,354,1,126.89,126.89,Pending,
21253,4166,2023-02-04,443,2,113.98,227.96,Cancelled,
21254,5464,2024-03-23,139,4,280.59,1122.37,Cancelled,
21255,7193,2025-04-06,391,3,317.83,953.49,Completed,2025-04-09
21256,5759,2024-10-21,28,5,169.34,846.71,Pending,
21257,8684,2023-10-19,184,3,266.34,799.03,Completed,2023-10-20
21258,8424,2023-11-03,434,2,499.68,999.37,Completed,2023-11-06
21259,8009,2025-01-07,253,4,221.51,886.04,Pending,
21260,5677,2025-04-20,210,3,68.39,205.18,Completed,2025-04-23
21261,5987,2023-09-09,235,1,78.60,78.60,Cancelled,
21262,8820,2023-12-17,419,4,440.85,1763.39,Completed,2023-12-21
21263,5259,2023-09-03,297,4,216.71,866.85,Completed,2023-09-08
21264,5175,2025-02-02,408,2,364.93,729.85,Cancelled,
21265,9333,2025-07-04,184,4,492.92,1971.70,Cancelled,
21266,311,2024-05-19,375,2,172.41,344.82,Cancelled,
21267,3862,2024-03-27,135,5,290.12,1450.58,Completed,2024-03-31
21268,7791,2024-10-01,352,2,90.89,181.77,Pending,
21269,8239,2024-01-28,41,2,231.81,463.61,Completed,2024-02-01
21270,9937,2024-11-08,426,3,183.15,549.46,Cancelled,
21271,5045,2024-11-04,230,5,41.75,208.76,Pending,
21272,1499,2025-05-26,459,5,302.53,1512.66,Pending,
21273,8313,2023-06-20,444,1,380.98,380.98,Completed,2023-06-24
21274,6106,2023-11-26,49,1,207.42,207.42,Cancelled,
21275,6649,2024-09-29,36,3,341.71,1025.13,Cancelled,
21276,4304,2025-06-18,170,1,499.41,499.41,Cancelled,
21277,71,2023-09-06,140,2,463.60,927.21,Pending,
21278,9046,2023-01-31,276,1,462.17,462.17,Completed,2023-02-04
21279,2094,2025-02-04,489,2,249.40,498.81,Cancelled,
21280,8153,2024-10-23,83,1,163.56,163.56,Pending,
21281,1284,2024-01-19,337,1,327.55,327.55,Pending,
